case_id,fitness,missing_tokens,remaining_tokens,consumed_tokens,produced_tokens,is_fit
travel permit 75109,0.9523809523809523,1,1,21,21,False
travel permit 73352,0.8181818181818181,6,6,33,33,False
travel permit 75055,0.8947368421052632,2,2,19,19,False
travel permit 73378,0.8947368421052632,2,2,19,19,False
travel permit 73386,0.8947368421052632,2,2,19,19,False
travel permit 75173,0.9523809523809523,1,1,21,21,False
travel permit 75119,0.9444444444444444,1,1,18,18,False
travel permit 73395,0.8387096774193549,5,5,31,31,False
travel permit 75183,0.8947368421052632,2,2,19,19,False
travel permit 73429,0.8666666666666667,2,2,15,15,False
travel permit 75303,0.8666666666666667,2,2,15,15,False
travel permit 73421,0.8947368421052632,2,2,19,19,False
travel permit 75285,0.8888888888888888,3,3,27,27,False
travel permit 75191,0.8695652173913043,3,3,23,23,False
travel permit 75308,0.8095238095238095,4,4,21,21,False
travel permit 75063,0.9285714285714286,1,1,14,14,False
travel permit 73434,0.8947368421052632,2,2,19,19,False
travel permit 75068,0.9523809523809523,1,1,21,21,False
travel permit 72066,0.9523809523809523,1,1,21,21,False
travel permit 72078,0.8571428571428572,4,4,28,28,False
travel permit 75204,0.9444444444444444,1,1,18,18,False
travel permit 72100,0.92,2,2,25,25,False
travel permit 72114,0.9523809523809523,1,1,21,21,False
travel permit 75410,0.8947368421052632,2,2,19,19,False
travel permit 75319,0.8181818181818181,4,4,22,22,False
travel permit 75331,0.7567567567567568,9,9,37,37,False
travel permit 72258,0.9523809523809523,1,1,21,21,False
travel permit 75517,0.8095238095238095,4,4,21,21,False
travel permit 75528,0.9285714285714286,1,1,14,14,False
travel permit 75533,0.8947368421052632,2,2,19,19,False
travel permit 75541,0.8181818181818181,4,4,22,22,False
travel permit 72268,0.9523809523809523,1,1,21,21,False
travel permit 72278,0.84,4,4,25,25,False
travel permit 72294,0.8947368421052632,2,2,19,19,False
travel permit 72303,0.8947368421052632,2,2,19,19,False
travel permit 72311,0.9523809523809523,1,1,21,21,False
travel permit 72321,0.8947368421052632,2,2,19,19,False
travel permit 72329,0.9523809523809523,1,1,21,21,False
travel permit 72355,0.875,3,3,24,24,False
travel permit 72408,0.8181818181818181,4,4,22,22,False
travel permit 72421,0.6666666666666667,12,12,36,36,False
travel permit 75554,0.7777777777777778,6,6,27,27,False
travel permit 72451,0.8181818181818181,4,4,22,22,False
travel permit 72463,0.9523809523809523,1,1,21,21,False
travel permit 72473,0.9523809523809523,1,1,21,21,False
travel permit 72483,0.9523809523809523,1,1,21,21,False
travel permit 72656,0.92,2,2,25,25,False
travel permit 72670,0.8846153846153846,3,3,26,26,False
travel permit 72824,0.8947368421052632,2,2,19,19,False
travel permit 75427,0.8823529411764706,2,2,17,17,False
travel permit 75433,0.8947368421052632,2,2,19,19,False
travel permit 72686,0.9090909090909091,2,2,22,22,False
travel permit 75641,0.9523809523809523,1,1,21,21,False
travel permit 75651,0.9583333333333334,1,1,24,24,False
travel permit 72833,0.9444444444444444,1,1,18,18,False
travel permit 75664,0.8518518518518519,4,4,27,27,False
travel permit 72837,0.9285714285714286,1,1,14,14,False
travel permit 75682,0.8846153846153846,3,3,26,26,False
travel permit 72696,0.9285714285714286,1,1,14,14,False
travel permit 72701,0.8181818181818181,4,4,22,22,False
travel permit 75699,0.8095238095238095,4,4,21,21,False
travel permit 75710,0.7586206896551724,7,7,29,29,False
travel permit 75733,0.8947368421052632,2,2,19,19,False
travel permit 76054,0.84,4,4,25,25,False
travel permit 72713,0.875,3,3,24,24,False
travel permit 75872,0.92,2,2,25,25,False
travel permit 72841,0.84,4,4,25,25,False
travel permit 75886,0.85,3,3,20,20,False
travel permit 76071,0.782608695652174,5,5,23,23,False
travel permit 76084,0.8,5,5,25,25,False
travel permit 76102,0.9285714285714286,1,1,14,14,False
travel permit 76115,0.9583333333333334,1,1,24,24,False
travel permit 76128,0.8,4,4,20,20,False
travel permit 76137,0.8,4,4,20,20,False
travel permit 76145,0.9444444444444444,1,1,18,18,False
travel permit 79600,0.9444444444444444,1,1,18,18,False
travel permit 80637,0.9523809523809523,1,1,21,21,False
travel permit 84737,0.9523809523809523,1,1,21,21,False
travel permit 83213,0.9444444444444444,1,1,18,18,False
travel permit 84307,0.9523809523809523,1,1,21,21,False
travel permit 79864,0.8,4,4,20,20,False
travel permit 82115,0.782608695652174,5,5,23,23,False
travel permit 79985,0.875,3,3,24,24,False
travel permit 83049,0.9523809523809523,1,1,21,21,False
travel permit 79506,0.9545454545454546,1,1,22,22,False
travel permit 84317,0.8947368421052632,2,2,19,19,False
travel permit 82747,0.9444444444444444,1,1,18,18,False
travel permit 82526,0.875,3,3,24,24,False
travel permit 84576,0.9090909090909091,2,2,22,22,False
travel permit 81888,0.8947368421052632,2,2,19,19,False
travel permit 82875,0.8947368421052632,2,2,19,19,False
travel permit 80099,0.8947368421052632,2,2,19,19,False
travel permit 82610,0.8333333333333334,4,4,24,24,False
travel permit 83680,0.8947368421052632,2,2,19,19,False
travel permit 82128,0.9444444444444444,1,1,18,18,False
travel permit 82423,0.8947368421052632,2,2,19,19,False
travel permit 85905,0.9523809523809523,1,1,21,21,False
travel permit 8240,1.0,0,0,24,24,True
travel permit 84747,0.7857142857142857,6,6,28,28,False
travel permit 79515,0.875,3,3,24,24,False
travel permit 84939,0.9523809523809523,1,1,21,21,False
travel permit 82431,0.8571428571428572,4,4,28,28,False
travel permit 79528,0.8947368421052632,2,2,19,19,False
travel permit 80539,0.75,10,10,40,40,False
travel permit 80573,0.8947368421052632,2,2,19,19,False
travel permit 85915,0.8947368421052632,2,2,19,19,False
travel permit 82490,0.9444444444444444,1,1,18,18,False
travel permit 82475,0.9444444444444444,1,1,18,18,False
travel permit 84949,0.9523809523809523,1,1,21,21,False
travel permit 80581,0.9523809523809523,1,1,21,21,False
travel permit 84588,0.9285714285714286,1,1,14,14,False
travel permit 85350,0.8571428571428572,4,4,28,28,False
travel permit 84594,0.9583333333333334,1,1,24,24,False
travel permit 83689,0.5714285714285714,15,15,35,35,False
travel permit 82133,0.9523809523809523,1,1,21,21,False
travel permit 82147,0.85,3,3,20,20,False
travel permit 85520,0.875,3,3,24,24,False
travel permit 76271,0.6944444444444444,1,4,6,9,False
travel permit 79657,0.8947368421052632,2,2,19,19,False
travel permit 83071,0.92,2,2,25,25,False
travel permit 84788,0.92,2,2,25,25,False
travel permit 82480,0.8,4,4,20,20,False
travel permit 83059,0.8,4,4,20,20,False
travel permit 83217,0.8823529411764706,2,2,17,17,False
travel permit 85536,0.8947368421052632,2,2,19,19,False
travel permit 83312,0.8947368421052632,2,2,19,19,False
travel permit 84768,0.9523809523809523,1,1,21,21,False
travel permit 85177,0.8947368421052632,2,2,19,19,False
travel permit 82964,0.8947368421052632,2,2,19,19,False
travel permit 85640,0.8947368421052632,2,2,19,19,False
travel permit 85369,0.9523809523809523,1,1,21,21,False
travel permit 80000,0.875,3,3,24,24,False
travel permit 81996,0.8235294117647058,3,3,17,17,False
travel permit 82883,0.9523809523809523,1,1,21,21,False
travel permit 82542,0.6666666666666667,10,10,30,30,False
travel permit 82004,0.8947368421052632,2,2,19,19,False
travel permit 81912,0.9523809523809523,1,1,21,21,False
travel permit 80224,0.9523809523809523,1,1,21,21,False
travel permit 80592,0.8095238095238095,4,4,21,21,False
travel permit 82495,0.8947368421052632,2,2,19,19,False
travel permit 81922,0.9583333333333334,1,1,24,24,False
travel permit 84326,0.8260869565217391,4,4,23,23,False
travel permit 82012,0.875,3,3,24,24,False
travel permit 82630,0.8947368421052632,2,2,19,19,False
travel permit 84627,0.9090909090909091,2,2,22,22,False
travel permit 82844,0.9090909090909091,2,2,22,22,False
travel permit 84778,0.9523809523809523,1,1,21,21,False
travel permit 83390,0.9523809523809523,1,1,21,21,False
travel permit 82028,0.9444444444444444,1,1,18,18,False
travel permit 82626,0.9444444444444444,1,1,18,18,False
travel permit 82714,0.9523809523809523,1,1,21,21,False
travel permit 81336,0.9090909090909091,2,2,22,22,False
travel permit 79872,0.8947368421052632,2,2,19,19,False
travel permit 79052,0.9523809523809523,1,1,21,21,False
travel permit 82450,0.8947368421052632,2,2,19,19,False
travel permit 85544,0.9523809523809523,1,1,21,21,False
travel permit 85379,0.9523809523809523,1,1,21,21,False
travel permit 79880,0.8095238095238095,4,4,21,21,False
travel permit 84607,0.8181818181818181,4,4,22,22,False
travel permit 82458,0.9444444444444444,1,1,18,18,False
travel permit 81935,0.8947368421052632,2,2,19,19,False
travel permit 82562,0.875,3,3,24,24,False
travel permit 81349,0.8947368421052632,2,2,19,19,False
travel permit 82752,0.8947368421052632,2,2,19,19,False
travel permit 79536,0.8947368421052632,2,2,19,19,False
travel permit 82503,0.875,3,3,24,24,False
travel permit 86427,0.85,3,3,20,20,False
travel permit 82033,0.9523809523809523,1,1,21,21,False
travel permit 86100,0.8095238095238095,4,4,21,21,False
travel permit 83137,0.9090909090909091,2,2,22,22,False
travel permit 85884,0.8947368421052632,2,2,19,19,False
travel permit 81368,0.9523809523809523,1,1,21,21,False
travel permit 82043,0.8947368421052632,2,2,19,19,False
travel permit 81904,0.8947368421052632,2,2,19,19,False
travel permit 85924,0.8947368421052632,2,2,19,19,False
travel permit 83325,0.8947368421052632,2,2,19,19,False
travel permit 81378,0.9285714285714286,1,1,14,14,False
travel permit 80015,0.9523809523809523,1,1,21,21,False
travel permit 82577,0.9523809523809523,1,1,21,21,False
travel permit 82893,0.92,2,2,25,25,False
travel permit 79891,0.9523809523809523,1,1,21,21,False
travel permit 82907,0.7692307692307692,6,6,26,26,False
travel permit 83715,0.9523809523809523,1,1,21,21,False
travel permit 83725,0.8095238095238095,4,4,21,21,False
travel permit 81382,0.9545454545454546,1,1,22,22,False
travel permit 82051,0.8947368421052632,2,2,19,19,False
travel permit 84619,0.8947368421052632,2,2,19,19,False
travel permit 85389,0.9523809523809523,1,1,21,21,False
travel permit 82462,0.9583333333333334,1,1,24,24,False
travel permit 81358,0.9523809523809523,1,1,21,21,False
travel permit 85554,0.8947368421052632,2,2,19,19,False
travel permit 80604,0.7857142857142857,6,6,28,28,False
travel permit 81943,0.8095238095238095,4,4,21,21,False
travel permit 85399,0.8181818181818181,4,4,22,22,False
travel permit 82518,0.8947368421052632,2,2,19,19,False
travel permit 79545,0.8947368421052632,2,2,19,19,False
travel permit 82059,0.8947368421052632,2,2,19,19,False
travel permit 82725,0.9523809523809523,1,1,21,21,False
travel permit 85648,0.9523809523809523,1,1,21,21,False
travel permit 80234,0.8095238095238095,4,4,21,21,False
travel permit 83246,0.782608695652174,5,5,23,23,False
travel permit 80107,0.9523809523809523,1,1,21,21,False
travel permit 82158,0.8947368421052632,2,2,19,19,False
travel permit 82925,0.875,3,3,24,24,False
travel permit 82638,0.9523809523809523,1,1,21,21,False
travel permit 80117,0.696969696969697,10,10,33,33,False
travel permit 79062,0.9444444444444444,1,1,18,18,False
travel permit 81529,0.9523809523809523,1,1,21,21,False
travel permit 82648,0.8947368421052632,2,2,19,19,False
travel permit 84855,0.9090909090909091,2,2,22,22,False
travel permit 80245,0.84,4,4,25,25,False
travel permit 82656,0.9523809523809523,1,1,21,21,False
travel permit 83736,0.9444444444444444,1,1,18,18,False
travel permit 85185,0.9523809523809523,1,1,21,21,False
travel permit 82666,0.9523809523809523,1,1,21,21,False
travel permit 84840,0.92,2,2,25,25,False
travel permit 80025,0.875,3,3,24,24,False
travel permit 82676,0.8947368421052632,2,2,19,19,False
travel permit 82067,0.8947368421052632,2,2,19,19,False
travel permit 82587,0.9523809523809523,1,1,21,21,False
travel permit 80263,0.9523809523809523,1,1,21,21,False
travel permit 80273,0.8947368421052632,2,2,19,19,False
travel permit 80040,0.8181818181818181,4,4,22,22,False
travel permit 85932,0.7285714285714286,1,4,7,10,False
travel permit 82793,0.8095238095238095,4,4,21,21,False
travel permit 80053,0.9444444444444444,1,1,18,18,False
travel permit 82804,0.8947368421052632,2,2,19,19,False
travel permit 80057,0.9523809523809523,1,1,21,21,False
travel permit 80067,0.8181818181818181,4,4,22,22,False
travel permit 83740,0.9444444444444444,1,1,18,18,False
travel permit 82760,0.92,2,2,25,25,False
travel permit 83745,0.8666666666666667,4,4,30,30,False
travel permit 82812,0.9090909090909091,2,2,22,22,False
travel permit 85936,0.9523809523809523,1,1,21,21,False
travel permit 86372,0.8181818181818181,4,4,22,22,False
travel permit 85975,0.9444444444444444,1,1,18,18,False
travel permit 84338,0.8947368421052632,2,2,19,19,False
travel permit 80282,0.9523809523809523,1,1,21,21,False
travel permit 79553,0.9523809523809523,1,1,21,21,False
travel permit 82822,0.8947368421052632,2,2,19,19,False
travel permit 80529,0.9545454545454546,1,1,22,22,False
travel permit 82685,0.8947368421052632,2,2,19,19,False
travel permit 82940,0.9523809523809523,1,1,21,21,False
travel permit 82830,0.92,2,2,25,25,False
travel permit 80624,0.9583333333333334,1,1,24,24,False
travel permit 86384,0.8947368421052632,2,2,19,19,False
travel permit 82596,0.88,3,3,25,25,False
travel permit 85562,0.7307692307692308,7,7,26,26,False
travel permit 83906,0.9444444444444444,1,1,18,18,False
travel permit 79066,0.8947368421052632,2,2,19,19,False
travel permit 84442,0.9444444444444444,1,1,18,18,False
travel permit 83085,0.9444444444444444,1,1,18,18,False
travel permit 82950,0.92,2,2,25,25,False
travel permit 85195,0.8947368421052632,2,2,19,19,False
travel permit 82693,0.9523809523809523,1,1,21,21,False
travel permit 84865,0.8333333333333334,4,4,24,24,False
travel permit 82166,0.7,9,9,30,30,False
travel permit 84879,0.8947368421052632,2,2,19,19,False
travel permit 82775,0.8947368421052632,2,2,19,19,False
travel permit 85203,0.92,2,2,25,25,False
travel permit 82188,0.9090909090909091,2,2,22,22,False
travel permit 83910,0.90625,3,3,32,32,False
travel permit 85217,0.9523809523809523,1,1,21,21,False
travel permit 85979,0.92,2,2,25,25,False
travel permit 80292,0.8947368421052632,2,2,19,19,False
travel permit 84637,0.8947368421052632,2,2,19,19,False
travel permit 83931,0.8947368421052632,2,2,19,19,False
travel permit 82854,0.9444444444444444,1,1,18,18,False
travel permit 80079,0.9523809523809523,1,1,21,21,False
travel permit 84959,0.9523809523809523,1,1,21,21,False
travel permit 82783,0.9523809523809523,1,1,21,21,False
travel permit 84888,0.9444444444444444,1,1,18,18,False
travel permit 84447,0.8947368421052632,2,2,19,19,False
travel permit 81489,0.8571428571428572,3,3,21,21,False
travel permit 85227,0.9523809523809523,1,1,21,21,False
travel permit 83942,0.8947368421052632,2,2,19,19,False
travel permit 82201,0.9523809523809523,1,1,21,21,False
travel permit 80330,0.9444444444444444,1,1,18,18,False
travel permit 85993,0.875,3,3,24,24,False
travel permit 83950,0.9444444444444444,1,1,18,18,False
travel permit 81539,0.8095238095238095,4,4,21,21,False
travel permit 84988,0.8947368421052632,2,2,19,19,False
travel permit 83457,0.9523809523809523,1,1,21,21,False
travel permit 80780,0.7857142857142857,6,6,28,28,False
travel permit 85266,0.8947368421052632,2,2,19,19,False
travel permit 82211,0.8947368421052632,2,2,19,19,False
travel permit 80798,0.9523809523809523,1,1,21,21,False
travel permit 82859,0.8947368421052632,2,2,19,19,False
travel permit 78489,0.9523809523809523,1,1,21,21,False
travel permit 80335,0.8947368421052632,2,2,19,19,False
travel permit 85274,0.9523809523809523,1,1,21,21,False
travel permit 84927,0.8260869565217391,4,4,23,23,False
travel permit 78499,0.8695652173913043,3,3,23,23,False
travel permit 86009,0.9444444444444444,1,1,18,18,False
travel permit 82735,0.8095238095238095,4,4,21,21,False
travel permit 82097,0.8181818181818181,4,4,22,22,False
travel permit 80808,0.9444444444444444,1,1,18,18,False
travel permit 86472,0.8,4,4,20,20,False
travel permit 83147,0.8947368421052632,2,2,19,19,False
travel permit 79563,0.9090909090909091,2,2,22,22,False
travel permit 85614,0.8947368421052632,2,2,19,19,False
travel permit 84893,0.84375,5,5,32,32,False
travel permit 82308,0.8571428571428572,4,4,28,28,False
travel permit 86480,0.9583333333333334,1,1,24,24,False
travel permit 78513,0.8181818181818181,4,4,22,22,False
travel permit 82867,0.8947368421052632,2,2,19,19,False
travel permit 85590,0.7391304347826086,6,6,23,23,False
travel permit 86493,0.8076923076923077,5,5,26,26,False
travel permit 81146,0.8947368421052632,2,2,19,19,False
travel permit 86514,0.8095238095238095,4,4,21,21,False
travel permit 80656,0.9523809523809523,1,1,21,21,False
travel permit 79392,0.8947368421052632,2,2,19,19,False
travel permit 79604,0.9523809523809523,1,1,21,21,False
travel permit 82704,0.9523809523809523,1,1,21,21,False
travel permit 80494,0.8846153846153846,3,3,26,26,False
travel permit 85803,0.9090909090909091,2,2,22,22,False
